policy,seed,type,instance,nnodes,nlps,stime,finalgap,50_gap,75_gap,100_gap,150_gap,200_gap,250_gap,300_gap,status,ndomchgs,ncutoffs,walltime,proctime
ml-competitor:svmrank_khalil,8,small,../data/instances/facilities/test_100_100_5/instance_11.lp,11,107,21.613334,0.0,0,0,0,0,0,0,0,optimal,0,0,21.613404294475913,21.294047149999642
ml-competitor:svmrank_khalil,10,small,../data/instances/facilities/test_100_100_5/instance_11.lp,13,100,25.289783,0.0,0,0,0,0,0,0,0,optimal,0,0,25.289837315678596,25.266601956999693
ml-competitor:svmrank_khalil,12,small,../data/instances/facilities/test_100_100_5/instance_11.lp,13,99,19.740624,0.0,0,0,0,0,0,0,0,optimal,0,0,19.7406918797642,19.726338393000333
gcnn:baseline,4,small,../data/instances/facilities/test_100_100_5/instance_11.lp,9,96,22.944709,0.0,0,0,0,0,0,0,0,optimal,0,0,22.944777561351657,23.08158004300003
gcnn:baseline,6,small,../data/instances/facilities/test_100_100_5/instance_11.lp,13,122,24.882179999999998,0.0,0,0,0,0,0,0,0,optimal,0,0,24.882222859188914,25.352772377000292
gcnn:baseline,8,small,../data/instances/facilities/test_100_100_5/instance_11.lp,13,110,22.894455,0.0,0,0,0,0,0,0,0,optimal,0,0,22.89451670087874,22.759430230999897
gcnn:baseline,10,small,../data/instances/facilities/test_100_100_5/instance_11.lp,11,99,24.853291,0.0,0,0,0,0,0,0,0,optimal,0,0,24.85336615704,25.007487121999475
gcnn:baseline,12,small,../data/instances/facilities/test_100_100_5/instance_11.lp,9,94,19.718235,0.0,0,0,0,0,0,0,0,optimal,0,0,19.718284271657467,20.153555939999933
ml-competitor:svmrank_khalil,4,small,../data/instances/facilities/test_100_100_5/instance_12.lp,3905,4521,623.718188,0.0,0.010700544611307277,0.010700544611307277,0.010700544611307277,0.010534230897417575,0.010534230897417575,0.010534230897417575,0.010246209390924422,optimal,0,0,623.7182911988348,621.4543413029996
ml-competitor:svmrank_khalil,6,small,../data/instances/facilities/test_100_100_5/instance_12.lp,4025,4621,802.430039,0.0,0.008139976596344332,0.008139976596344332,0.008139976596344332,0.0076025351980267,0.007122988386687649,0.006832866004497151,0.006832866004497151,optimal,0,0,802.4301752243191,787.3273489349995
ml-competitor:svmrank_khalil,8,small,../data/instances/facilities/test_100_100_5/instance_12.lp,4651,5179,924.563809,0.0,0.010204835793864084,0.010053878251725146,0.009826618705030432,0.009758987588672682,0.009758987588672682,0.008206942536445614,0.00801989012571933,optimal,0,0,924.5639137402177,910.4387342680002
